Mean Reward
1.6090314788996807e-05
1.3884151543908096e-05
1.2416555313495467e-05
1.1347712099180063e-05
1.0523219491109792e-05
9.861507569171776e-06
9.31468794864879e-06
8.852659970068344e-06
8.455369066961982e-06
8.108820228286407e-06
7.802933803904086e-06
7.530288914763446e-06
7.285181459456473e-06
7.063236160081183e-06
6.8609856530510435e-06
6.675651686667561e-06
6.504978008445784e-06
6.347110338518326e-06
6.200508495088207e-06
6.063880953560696e-06
5.936135362705208e-06
5.816340608972242e-06
5.70369736947197e-06
5.597514993740486e-06
5.497193165169279e-06
5.4022072150447735e-06
5.312096258331668e-06
5.226453531268137e-06
5.1449184630039576e-06
5.067170124598009e-06
4.9929217809314126e-06
4.9219163322988466e-06
4.853922478699437e-06
4.788731475045418e-06
4.726154372493495e-06
4.666019661988479e-06
4.6081712524264435e-06
4.552466728618246e-06
4.498775844349095e-06
4.446979213906105e-06
4.396967171843298e-06
4.348638775996963e-06
4.301900932898534e-06
4.256667628219584e-06
4.212859247628955e-06
4.170401975762055e-06
4.1292272628709305e-06
4.089271350347229e-06
4.05047484754881e-06
4.012782353517985e-06
3.9761421180414974e-06
3.9405057373231005e-06
3.905827880135579e-06
3.872066040927285e-06
3.839180316789203e-06
3.807133205603806e-06
3.7758894230334828e-06
3.745415736302585e-06
3.7156808129815004e-06
3.6866550831964515e-06
3.658310613876795e-06
3.630620993810124e-06
3.6035612284344877e-06
3.5771076433964172e-06
3.5512377960210503e-06
3.525930393950869e-06
3.5011652202666465e-06
3.476923064485968e-06
3.4531856589060035e-06
3.4299356198143935e-06
3.407156393115857e-06
3.3848322040032277e-06
3.362948010316272e-06
3.341489459268334e-06
3.32044284726903e-06
3.299795082570059e-06
3.279533650507413e-06
3.2596465811375704e-06
3.240122419062223e-06
3.2209501952760663e-06
3.2021194008782337e-06
3.183619962499796e-06
3.1654422193206534e-06
3.147576901554277e-06
3.1300151102874123e-06
3.1127482985806046e-06
3.095768253732236e-06
3.079067080625674e-06
3.0626371860793294e-06
3.0464712641331857e-06
3.0305622822000633e-06
3.0149034680268467e-06
2.9994882974112616e-06
2.9843104826155876e-06
2.969363961443182e-06
2.9546428869172033e-06
2.940141617538531e-06
2.9258547080769837e-06
2.9117769008612062e-06
